id, label
261, 42
262, 26
263, 42
264, 5
265, 22
266, 8
267, 8
268, 42
269, 23
270, 42
271, 8
272, 5
273, 42
274, 5
275, 42
276, 48
277, 5
278, 42
279, 42
280, 23
281, 42
282, 23
283, 5
284, 8
285, 23
286, 42
287, 32
288, 42
289, 8
290, 42
291, 42
292, 42
293, 42
294, 42
295, 32
296, 42
297, 42
298, 5
299, 42
300, 23
301, 5
302, 5
303, 23
304, 42
305, 5
306, 42
307, 23
308, 10
309, 42
310, 42
311, 14
312, 42
313, 42
314, 38
315, 37
316, 42
317, 5
318, 42
319, 23
320, 8
321, 42
322, 5
323, 5
324, 5
325, 23
326, 23
327, 42
328, 42
329, 23
330, 5
331, 42
332, 23
333, 22
334, 42
335, 42
336, 32
337, 42
338, 42
339, 42
340, 26
341, 42
342, 23
343, 23
344, 18
345, 42
346, 11
347, 23
348, 8
349, 42
350, 5
351, 23
352, 11
353, 42
354, 8
355, 23
356, 23
357, 42
358, 37
359, 23
360, 42
361, 23
362, 8
363, 26
364, 1
365, 47
366, 23
367, 42
368, 6
369, 5
370, 5
371, 1
372, 23
373, 23
374, 42
375, 42
376, 42
377, 42
378, 42
379, 23
380, 42
381, 5
382, 8
383, 32
384, 1
385, 42
386, 1
387, 8
388, 42
389, 5
390, 5
391, 42
392, 23
393, 42
394, 5
395, 26
396, 42
397, 42
398, 23
399, 23
400, 38
401, 24
402, 37
403, 42
404, 42
405, 42
406, 8
407, 5
408, 42
409, 42
410, 8
411, 23
412, 42
413, 42
414, 42
415, 42
416, 23
417, 23
418, 8
419, 5
420, 5
421, 23
422, 22
423, 42
424, 5
425, 23
426, 23
427, 23
428, 42
429, 5
430, 23
431, 42
432, 42
433, 42
434, 42
435, 5
436, 23
437, 33
438, 5
439, 23
440, 18
441, 42
442, 42
443, 1
444, 42
445, 42
446, 42
447, 42
448, 42
449, 5
450, 23
451, 42
452, 23
453, 48
454, 42
455, 42
456, 5
457, 22
458, 11
459, 23
460, 23
461, 23
462, 42
463, 42
464, 23
465, 23
466, 23
467, 5
468, 8
469, 42
470, 5
471, 5
472, 5
473, 5
474, 42
475, 42
476, 42
477, 42
478, 42
479, 23
480, 23
481, 10
482, 42
483, 42
484, 23
485, 23
486, 26
487, 5
488, 1
489, 42
490, 5
491, 42
492, 48
493, 5
494, 42
495, 23
496, 42
497, 42
498, 42
499, 23
500, 42
501, 8
502, 5
503, 42
504, 42
505, 42
506, 36
507, 42
508, 23
509, 42
510, 23
511, 23
512, 42
513, 42
514, 23
515, 23
516, 42
517, 42
518, 42
519, 42
520, 42
521, 42
522, 5
523, 42
524, 23
525, 42
526, 5
527, 42
528, 5
529, 23
530, 11
531, 23
532, 42
533, 22
534, 5
535, 5
536, 5
537, 32
538, 42
539, 23
540, 42
541, 42
542, 8
543, 23
544, 5
545, 42
546, 23
547, 18
548, 32
549, 42
550, 42
551, 14
552, 5
553, 42
554, 42
555, 5
556, 16
557, 24
558, 42
559, 23
560, 23
561, 32
562, 5
563, 1
564, 1
565, 23
566, 23
567, 23
568, 18
569, 23
570, 8
571, 48
572, 10
573, 26
574, 23
575, 42
576, 42
577, 8
578, 5
579, 42
580, 5
581, 42
582, 23
583, 32
584, 1
585, 42
586, 23
587, 32
588, 42
589, 42
590, 42
591, 1
592, 42
593, 42
594, 23
595, 8
596, 1
597, 1
598, 5
599, 42
600, 48
601, 5
602, 48
603, 5
604, 42
605, 42
606, 8
607, 8
608, 23
609, 42
610, 42
611, 5
612, 42
613, 42
614, 23
615, 42
616, 23
617, 23
618, 45
619, 42
620, 38
621, 5
622, 42
623, 6
624, 42
625, 5
626, 23
627, 42
628, 5
629, 23
630, 42
631, 1
632, 42
633, 42
634, 5
635, 42
636, 23
637, 23
638, 8
639, 26
640, 42
641, 42
642, 42
643, 5
644, 23
645, 5
646, 5
647, 5
648, 42
649, 42
650, 42
651, 42
652, 5
653, 23
654, 42
655, 42
656, 42
657, 24
658, 42
659, 42
660, 8
661, 1
662, 6
663, 42
664, 5
665, 5
666, 5
667, 42
668, 23
669, 23
670, 23
671, 8
672, 18
673, 5
674, 5
675, 38
676, 42
677, 5
678, 26
679, 48
680, 48
681, 42
682, 24
683, 42
684, 42
685, 8
686, 5
687, 42
688, 23
689, 23
690, 23
691, 42
692, 23
693, 42
694, 23
695, 23
696, 42
697, 42
698, 11
699, 42
700, 5
701, 22
702, 42
703, 24
704, 42
705, 23
706, 42
707, 42
708, 8
709, 23
710, 42
711, 23
712, 42
713, 5
714, 5
715, 42
716, 37
717, 23
718, 26
719, 23
720, 23
721, 42
722, 42
723, 24
724, 23
725, 1
726, 23
727, 42
728, 42
729, 5
730, 23
731, 42
732, 42
733, 23
734, 23
735, 42
736, 42
737, 1
738, 23
739, 42
740, 8
741, 8
742, 42
743, 42
744, 23
745, 23
746, 42
747, 10
748, 28
749, 23
750, 42
751, 23
752, 42
753, 5
754, 32
755, 42
756, 5
757, 23
758, 42
759, 42
760, 42
761, 23
762, 42
763, 14
764, 42
765, 32
766, 11
767, 26
768, 23
769, 10
770, 5
771, 5
772, 48
773, 8
774, 42
775, 42
776, 42
777, 42
778, 42
779, 42
780, 42
781, 42
782, 5
783, 23
784, 42
785, 5
786, 23
787, 1
788, 5
789, 42
790, 42
791, 42
792, 23
793, 42
794, 5
795, 42
796, 5
797, 5
798, 42
799, 5
800, 5
801, 42
802, 23
803, 42
804, 26
805, 48
806, 23
807, 5
808, 24
809, 22
810, 5
811, 42
812, 42
813, 42
814, 42
815, 8
816, 42
817, 23
818, 5
819, 23
820, 42
821, 5
822, 8
823, 42
824, 5
825, 5
826, 42
827, 5
828, 42
829, 42
830, 23
831, 42
832, 42
833, 23
834, 42
835, 42
836, 23
837, 23
838, 42
839, 42
840, 42
841, 42
842, 42
843, 42
844, 42
845, 42
846, 42
847, 42
848, 5
849, 8
850, 8
851, 23
852, 23
853, 42
854, 5
855, 5
856, 42
857, 42
858, 5
859, 5
860, 42
861, 23
862, 42
863, 42
864, 23
865, 23
866, 5
867, 26
868, 5
869, 42
870, 23
871, 42
872, 23
873, 42
874, 42
875, 42
876, 23
877, 42
878, 42
879, 5
880, 42
881, 23
882, 23
883, 42
884, 23
885, 23
886, 23
887, 42
888, 42
889, 42
890, 42
891, 42
892, 42
893, 23
894, 5
895, 42
896, 23
897, 22
898, 42
899, 23
900, 42
901, 42
902, 42
903, 23
904, 42
905, 42
906, 42
907, 42
908, 24
909, 42
910, 10
911, 23
912, 22
913, 42
914, 23
915, 5
916, 5
917, 42
918, 23
919, 42
920, 5
921, 23
922, 5
923, 5
924, 42
925, 42
926, 8
927, 42
928, 23
929, 14
930, 8
931, 23
932, 5
933, 23
934, 42
935, 42
936, 42
937, 23
938, 42
939, 5
940, 42
941, 23
942, 42
943, 42
944, 42
945, 5
946, 42
947, 8
948, 42
949, 5
950, 42
951, 8
952, 37
953, 42
954, 42
955, 5
956, 5
957, 42
958, 6
959, 5
960, 23
961, 8
962, 23
963, 42
964, 5
965, 23
966, 42
967, 5
968, 42
969, 23
970, 42
971, 42
972, 42
973, 42
974, 42
975, 42
976, 42
977, 42
978, 42
979, 23
980, 32
981, 42
982, 42
983, 42
984, 23
985, 23
986, 23
987, 42
988, 5
989, 42
990, 35
991, 42
992, 26
993, 23
994, 42
995, 26
996, 42
997, 32
998, 42
999, 42
1000, 37
1001, 42
1002, 5
1003, 42
1004, 42
1005, 5
1006, 42
1007, 5
1008, 23
1009, 26
1010, 23
1011, 5
1012, 23
1013, 42
1014, 42
1015, 42
1016, 23
1017, 42
1018, 42
1019, 23
1020, 5
1021, 42
1022, 23
1023, 8
1024, 8
1025, 1
1026, 42
1027, 5
1028, 5
1029, 5
1030, 23
1031, 42
1032, 8
1033, 5
1034, 5
1035, 42
1036, 42
1037, 23
1038, 23
1039, 5
1040, 42
1041, 42
1042, 42
1043, 5
1044, 5
1045, 42
1046, 5
1047, 42
1048, 42
1049, 6
1050, 23
1051, 42
1052, 32
1053, 23
1054, 42
1055, 42
1056, 42
1057, 23
1058, 42
1059, 42
1060, 42
1061, 23
1062, 23
1063, 5
1064, 42
1065, 42
1066, 22
1067, 5
1068, 42
1069, 5
1070, 42
1071, 42
1072, 23
1073, 42
1074, 23
1075, 5
1076, 42
1077, 42
1078, 42
1079, 42
1080, 42
1081, 42
1082, 5
1083, 23
1084, 42
1085, 5
1086, 23
1087, 42
1088, 42
1089, 42
1090, 42
1091, 42
1092, 5
1093, 5
1094, 23
1095, 48
1096, 23
1097, 42
1098, 42
1099, 10
1100, 42
1101, 42
1102, 8
1103, 42
1104, 14
1105, 23
1106, 23
1107, 5
1108, 42
1109, 26
1110, 42
1111, 22
1112, 5
1113, 42
1114, 42
1115, 42
1116, 23
1117, 42
1118, 42
1119, 48
1120, 5
1121, 42
1122, 42
1123, 42
1124, 5
1125, 5
1126, 5
1127, 48
1128, 42
1129, 5
1130, 23
1131, 42
1132, 42
1133, 42
1134, 42
1135, 23
1136, 42
1137, 18
1138, 5
1139, 42
1140, 23
1141, 42
1142, 23
1143, 42
1144, 23
1145, 42
1146, 1
1147, 26
1148, 8
1149, 45
1150, 42
1151, 42
1152, 22
1153, 26
1154, 11
1155, 24
1156, 5
1157, 5
1158, 23
1159, 42
1160, 42
1161, 5
1162, 42
1163, 23
1164, 32
1165, 26
1166, 26
1167, 42
1168, 23
1169, 14
1170, 14
1171, 42
1172, 1
1173, 23
1174, 8
1175, 22
1176, 11
1177, 19
1178, 42
1179, 42
1180, 23
1181, 42
1182, 42
1183, 26
1184, 1
1185, 42
1186, 18
1187, 42
1188, 42
1189, 42
1190, 42
1191, 42
1192, 42
1193, 42
1194, 23
1195, 42
1196, 8
1197, 42
1198, 23
1199, 42
1200, 42
1201, 42
1202, 42
1203, 23
1204, 42
1205, 8
1206, 48
1207, 42
1208, 42
1209, 5
1210, 42
1211, 42
1212, 26
1213, 42
1214, 1
1215, 23
1216, 42
1217, 42
1218, 38
1219, 42
1220, 42
1221, 8
1222, 42
1223, 48
1224, 23
1225, 42
1226, 42
1227, 5
1228, 5
1229, 5
1230, 42
1231, 23
1232, 5
1233, 42
1234, 42
1235, 33
1236, 5
1237, 8
1238, 5
1239, 42
1240, 42
1241, 42
1242, 23
1243, 10
1244, 23
1245, 5
1246, 23
1247, 32
1248, 42
1249, 42
1250, 23
1251, 42
1252, 42
1253, 5
1254, 42
1255, 5
1256, 5
1257, 42
1258, 42
1259, 24
1260, 5
1261, 8
1262, 23
1263, 5
1264, 42
1265, 42
1266, 14
1267, 42
1268, 42
1269, 38
1270, 42
1271, 42
1272, 42
1273, 42
1274, 42
1275, 35
1276, 42
1277, 23
1278, 23
1279, 42
1280, 5
1281, 48
1282, 42
1283, 5
1284, 42
1285, 11
1286, 42
1287, 42
1288, 42
1289, 42
1290, 42
1291, 42
1292, 1
1293, 23
1294, 42
1295, 23
1296, 35
1297, 42
1298, 42
1299, 22
1300, 32
1301, 42
1302, 23
1303, 42
1304, 42
1305, 42
1306, 5
1307, 42
1308, 42
1309, 42
1310, 23
1311, 11
1312, 23
1313, 23
1314, 32
1315, 11
1316, 42
1317, 42
1318, 42
1319, 23
1320, 5
1321, 1
1322, 23
1323, 42
1324, 42
1325, 23
1326, 23
1327, 23
1328, 42
1329, 23
1330, 42
1331, 23
1332, 5
1333, 5
1334, 42
1335, 42
1336, 8
1337, 21
1338, 42
1339, 5
1340, 42
1341, 8
1342, 42
1343, 23
1344, 42
1345, 23
1346, 26
1347, 42
1348, 42
1349, 23
1350, 11
1351, 23
1352, 48
1353, 42
1354, 42
1355, 8
1356, 42
1357, 42
1358, 8
1359, 5
1360, 42
1361, 42
1362, 23
1363, 8
1364, 42
1365, 42
1366, 42
1367, 23
1368, 49
1369, 23
1370, 23
1371, 23
1372, 23
1373, 42
1374, 23
1375, 42
1376, 18
1377, 22
1378, 42
1379, 42
1380, 23
1381, 42
1382, 42
1383, 42
1384, 8
1385, 42
1386, 42
1387, 23
1388, 23
1389, 5
1390, 42
1391, 23
1392, 5
1393, 22
1394, 26
1395, 38
1396, 42
1397, 42
1398, 5
1399, 42
1400, 42
1401, 42
1402, 42
1403, 42
1404, 23
1405, 5
1406, 42
1407, 42
1408, 5
1409, 5
1410, 42
1411, 5
1412, 42
1413, 5
1414, 42
1415, 5
1416, 42
1417, 42
1418, 42
1419, 23
1420, 23
1421, 42
1422, 23
1423, 42
1424, 5
1425, 42
1426, 42
1427, 23
1428, 42
1429, 26
1430, 24
1431, 48
1432, 23
1433, 42
1434, 42
1435, 26
1436, 42
1437, 42
1438, 23
1439, 28
1440, 42
1441, 42
1442, 42
1443, 26
1444, 42
1445, 5
1446, 8
1447, 48
1448, 42
1449, 26
1450, 42
1451, 42
1452, 42
1453, 8
1454, 42
1455, 5
1456, 42
1457, 23
1458, 8
1459, 42
1460, 1
1461, 42
1462, 42
1463, 5
1464, 42
1465, 38
1466, 23
1467, 42
1468, 42
1469, 23
1470, 5
1471, 42
1472, 5
1473, 14
1474, 23
1475, 42
1476, 8
1477, 23
1478, 42
1479, 23
1480, 8
1481, 42
1482, 42
1483, 35
1484, 24
1485, 5
1486, 23
1487, 42
1488, 5
1489, 24
1490, 23
1491, 23
1492, 32
1493, 42
1494, 42
1495, 5
1496, 5
1497, 24
1498, 42
1499, 42
1500, 42
1501, 42
1502, 5
1503, 5
1504, 42
1505, 42
1506, 42
1507, 23
1508, 42
1509, 1
1510, 5
1511, 5
1512, 42
1513, 42
1514, 1
1515, 5
1516, 5
1517, 42
1518, 23
1519, 23
1520, 42
1521, 42
1522, 42
1523, 5
1524, 5
1525, 42
1526, 5
1527, 23
1528, 42
1529, 8
1530, 42
1531, 5
1532, 23
1533, 42
1534, 42
1535, 5
1536, 26
1537, 42
1538, 42
1539, 42
1540, 23
1541, 23
1542, 5
1543, 42
1544, 49
1545, 42
1546, 42
1547, 8
1548, 42
1549, 8
1550, 42
1551, 42
1552, 48
1553, 42
1554, 42
1555, 8
1556, 5
1557, 23
1558, 42
1559, 42
1560, 42
1561, 11
1562, 42
1563, 5
1564, 42
1565, 42
1566, 42
1567, 42
1568, 8
1569, 23
1570, 42
1571, 42
1572, 42
1573, 8
1574, 8
1575, 42
1576, 42
1577, 5
1578, 48
1579, 5
1580, 42
1581, 26
1582, 42
1583, 23
1584, 5
1585, 23
1586, 23
1587, 5
1588, 42
1589, 23
1590, 42
1591, 26
1592, 45
1593, 48
1594, 42
1595, 42
1596, 42
1597, 42
1598, 42
1599, 5
1600, 23
1601, 42
1602, 36
1603, 8
1604, 42
1605, 23
1606, 42
1607, 42
1608, 42
1609, 42
1610, 5
1611, 42
1612, 42
1613, 18
1614, 42
1615, 42
1616, 42
1617, 42
1618, 5
1619, 23
1620, 5
1621, 5
1622, 5
1623, 42
1624, 42
1625, 1
1626, 42
1627, 23
1628, 42
1629, 42
1630, 23
1631, 23
1632, 1
1633, 14
1634, 42
1635, 42
1636, 42
1637, 8
1638, 42
1639, 23
1640, 23
1641, 42
1642, 42
1643, 42
1644, 42
1645, 42
1646, 42
1647, 42
1648, 42
1649, 42
1650, 5
1651, 42
1652, 5
1653, 16
1654, 8
1655, 42
1656, 42
1657, 42
1658, 26
1659, 42
1660, 42
1661, 5
1662, 5
1663, 5
1664, 42
1665, 5
1666, 42
1667, 8
1668, 42
1669, 23
1670, 8
1671, 18
1672, 5
1673, 5
1674, 14
1675, 23
1676, 42
1677, 42
1678, 8
1679, 23
1680, 42
1681, 23
1682, 8
1683, 42
1684, 42
1685, 26
1686, 5
1687, 8
1688, 8
1689, 5
1690, 32
1691, 23
1692, 42
1693, 42
1694, 42
1695, 42
1696, 42
1697, 42
1698, 24
1699, 42
1700, 8
1701, 42
1702, 23
1703, 42
1704, 22
1705, 1
1706, 42
1707, 42
1708, 26
1709, 42
1710, 8
1711, 48
1712, 26
1713, 23
1714, 23
1715, 1
1716, 5
1717, 5
1718, 48
1719, 5
1720, 23
1721, 42
1722, 23
1723, 8
1724, 42
1725, 42
1726, 8
1727, 22
1728, 1
1729, 42
1730, 48
1731, 8
1732, 42
1733, 42
1734, 5
1735, 26
1736, 42
1737, 1
1738, 42
1739, 8
1740, 8
1741, 42
1742, 42
1743, 5
1744, 42
1745, 42
1746, 11
1747, 23
1748, 8
1749, 23
1750, 42
1751, 23
1752, 42
1753, 42
1754, 8
1755, 5
1756, 42
1757, 5
1758, 23
1759, 8
1760, 42
1761, 42
1762, 8
1763, 5
1764, 5
1765, 23
1766, 42
1767, 42
1768, 23
1769, 42
1770, 8
1771, 48
1772, 8
1773, 42
1774, 48
1775, 26
1776, 42
1777, 42
1778, 42
1779, 42
1780, 5
1781, 18
1782, 23
1783, 8
1784, 42
1785, 42
1786, 5
1787, 1
1788, 23
1789, 23
1790, 42
1791, 42
1792, 23
1793, 8
1794, 18
1795, 42
1796, 23
1797, 5
1798, 5
1799, 42
1800, 5
1801, 42
1802, 23
1803, 23
1804, 42
1805, 36
1806, 42
1807, 5
1808, 23
1809, 42
1810, 14
1811, 8
1812, 23
1813, 23
1814, 42
1815, 42
1816, 42
1817, 42
1818, 48
1819, 5
1820, 8
1821, 42
1822, 23
1823, 8
1824, 24
1825, 42
1826, 42
1827, 42
1828, 23
1829, 42
1830, 42
1831, 42
1832, 42
1833, 42
1834, 42
1835, 42
1836, 5
1837, 48
1838, 23
1839, 42
1840, 23
1841, 1
1842, 42
1843, 48
1844, 1
1845, 42
1846, 42
1847, 5
1848, 14
1849, 42
1850, 23
1851, 42
1852, 42
1853, 5
1854, 8
1855, 23
1856, 42
1857, 5
1858, 5
1859, 23
1860, 23
1861, 42
1862, 42
1863, 23
1864, 42
1865, 5
1866, 42
1867, 42
1868, 16
1869, 42
1870, 42
1871, 42
1872, 42
1873, 42
1874, 42
1875, 42
1876, 42
1877, 5
1878, 5
1879, 42
1880, 42
1881, 42
1882, 42
1883, 32
1884, 42
1885, 42
1886, 8
1887, 42
1888, 8
1889, 42
1890, 42
1891, 5
1892, 23
1893, 42
1894, 22
1895, 8
1896, 5
1897, 42
1898, 42
1899, 32
1900, 8
1901, 38
1902, 24
1903, 5
1904, 5
1905, 42
1906, 8
1907, 42
1908, 42
1909, 23
1910, 42
1911, 42
1912, 23
1913, 42
1914, 42
1915, 5
1916, 8
1917, 42
1918, 42
1919, 42
1920, 8
1921, 5
1922, 38
1923, 23
1924, 39
1925, 23
1926, 42
1927, 5
1928, 11
1929, 5
1930, 42
1931, 32
1932, 42
1933, 42
1934, 1
1935, 5
1936, 42
1937, 42
1938, 1
1939, 42
1940, 5
1941, 42
1942, 42
1943, 1
1944, 23
1945, 42
1946, 42
1947, 8
1948, 42
1949, 22
1950, 5
1951, 24
1952, 42
1953, 16
1954, 42
1955, 5
1956, 42
1957, 37
1958, 42
1959, 42
1960, 23
1961, 26
1962, 42
1963, 42
1964, 42
1965, 42
1966, 42
1967, 23
1968, 42
1969, 23
1970, 42
1971, 42
1972, 23
1973, 14
1974, 42
1975, 8
1976, 32
1977, 42
1978, 32
1979, 42
1980, 42
1981, 42
1982, 42
1983, 42
1984, 8
1985, 42
1986, 5
1987, 23
1988, 42
1989, 42
1990, 10
1991, 8
1992, 26
1993, 42
1994, 42
1995, 8
1996, 42
1997, 42
1998, 42
1999, 6
2000, 42
2001, 10
2002, 32
2003, 42
2004, 5
2005, 42
2006, 42
2007, 23
2008, 42
2009, 5
2010, 42
2011, 23
2012, 42
2013, 42
2014, 42
2015, 5
2016, 8
2017, 5
2018, 42
2019, 21
2020, 39
2021, 33
2022, 42
2023, 5
2024, 42
2025, 23
2026, 42
2027, 42
2028, 32
2029, 42
2030, 5
2031, 1
2032, 42
2033, 23
2034, 42
2035, 42
2036, 5
2037, 5
2038, 23
2039, 42
2040, 14
2041, 42
2042, 11
2043, 42
2044, 5
2045, 42
2046, 42
2047, 42
2048, 5
2049, 48
2050, 1
2051, 42
2052, 5
2053, 42
2054, 1
2055, 42
2056, 5
2057, 23
2058, 42
2059, 48
2060, 42
2061, 42
2062, 23
2063, 42
2064, 1
2065, 42
2066, 23
2067, 42
2068, 42
2069, 8
2070, 42
2071, 8
2072, 42
2073, 5
2074, 42
2075, 5
2076, 23
2077, 42
2078, 42
2079, 42
2080, 42
2081, 49
2082, 11
2083, 42
2084, 26
2085, 42
2086, 42
2087, 42
2088, 32
2089, 8
2090, 5
2091, 23
2092, 42
2093, 42
2094, 18
2095, 42
2096, 42
2097, 42
2098, 23
2099, 42
2100, 42
2101, 42
2102, 32
2103, 42
2104, 5
2105, 23
2106, 42
2107, 23
2108, 42
2109, 37
2110, 22
2111, 42
2112, 32
2113, 23
2114, 42
2115, 42
2116, 42
2117, 42
2118, 8
2119, 5
2120, 23
2121, 42
2122, 14
2123, 42
2124, 23
2125, 42
2126, 42
2127, 42
2128, 8
2129, 42
2130, 42
2131, 8
2132, 23
2133, 42
2134, 42
2135, 39
2136, 8
2137, 24
2138, 23
2139, 23
2140, 42
2141, 11
2142, 5
2143, 42
2144, 42
2145, 42
2146, 5
2147, 45
2148, 42
2149, 42
2150, 23
2151, 42
2152, 42
2153, 42
2154, 42
2155, 42
2156, 5
2157, 23
2158, 19
2159, 23
2160, 23
2161, 42
2162, 42
2163, 5
2164, 42
2165, 42
2166, 42
2167, 42
2168, 42
2169, 5
2170, 42
2171, 42
2172, 42
2173, 8
2174, 42
2175, 23
2176, 42
2177, 42
2178, 42
2179, 42
2180, 5
2181, 8
2182, 5
2183, 42
2184, 42
2185, 42
2186, 23
2187, 42
2188, 5
2189, 23
2190, 8
2191, 42
2192, 23
2193, 23
2194, 42
2195, 42
2196, 32
2197, 42
2198, 42
2199, 42
2200, 42
2201, 42
2202, 23
2203, 42
2204, 23
2205, 23
2206, 48
2207, 42
2208, 23
2209, 5
2210, 42
2211, 42
2212, 42
2213, 8
2214, 42
2215, 42
2216, 42
2217, 23
2218, 23
2219, 42
2220, 23
2221, 23
2222, 42
2223, 42
2224, 5
2225, 42
2226, 42
2227, 5
2228, 23
2229, 23
2230, 5
2231, 48
2232, 23
2233, 42
2234, 8
2235, 5
2236, 42
2237, 42
2238, 5
2239, 23
2240, 8
2241, 42
2242, 1
2243, 1
2244, 42
2245, 8
2246, 32
2247, 1
2248, 23
2249, 5
2250, 23
2251, 42
2252, 42
2253, 5
2254, 23
2255, 8
2256, 8
2257, 33
2258, 42
2259, 42
2260, 5
2261, 42
2262, 42
2263, 5
2264, 42
2265, 5
2266, 42
2267, 32
2268, 23
2269, 11
2270, 42
2271, 5
2272, 23
2273, 42
2274, 5
2275, 42
2276, 42
2277, 23
2278, 23
2279, 42
2280, 42
2281, 42
2282, 42
2283, 23
2284, 1
2285, 42
2286, 18
2287, 5
2288, 5
2289, 5
2290, 42
2291, 5
2292, 48
2293, 5
2294, 5
2295, 42
2296, 42
2297, 42
2298, 5
2299, 42
2300, 42
2301, 36
2302, 42
2303, 23
2304, 42
2305, 5
2306, 42
2307, 42
2308, 23
2309, 5
2310, 23
2311, 28
2312, 5
2313, 42
2314, 23
2315, 26
2316, 8
2317, 42
2318, 42
2319, 5
2320, 23
2321, 5
2322, 42
2323, 8
2324, 42
2325, 23
2326, 5
2327, 23
2328, 5
2329, 32
2330, 23
2331, 42
2332, 42
2333, 8
2334, 23
2335, 23
2336, 8
2337, 23
2338, 8
2339, 5
2340, 32
2341, 38
2342, 26
2343, 23
2344, 24
2345, 42
2346, 42
2347, 42
2348, 42
2349, 26
2350, 22
2351, 5
2352, 42
2353, 5
2354, 23
2355, 22
2356, 42
2357, 23
2358, 23
2359, 42
2360, 42
2361, 8
2362, 32
2363, 42
2364, 8
2365, 42
2366, 42
2367, 48
2368, 18
2369, 23
2370, 42
2371, 32
2372, 8
2373, 34
2374, 5
2375, 42
2376, 42
2377, 42
2378, 42
2379, 42
2380, 8
2381, 23
2382, 42
2383, 32
2384, 1
2385, 8
2386, 23
2387, 22
2388, 23
2389, 14
2390, 23
2391, 23
2392, 42
2393, 42
2394, 42
2395, 5
2396, 42
2397, 42
2398, 42
2399, 42
2400, 23
2401, 5
2402, 42
2403, 42
2404, 1
2405, 5
2406, 49
2407, 8
2408, 42
2409, 42
2410, 23
2411, 42
2412, 23
2413, 42
2414, 42
2415, 23
2416, 48
2417, 23
2418, 23
2419, 1
2420, 42
2421, 42
2422, 23
2423, 5
2424, 42
2425, 5
2426, 1
2427, 42
2428, 42
2429, 42
2430, 5
2431, 42
2432, 23
2433, 30
2434, 42
2435, 8
2436, 42
2437, 42
2438, 42
2439, 48
2440, 23
2441, 38
2442, 23
2443, 24
2444, 5
2445, 23
2446, 23
2447, 32
2448, 42
2449, 5
2450, 42
2451, 42
2452, 23
2453, 42
2454, 42
2455, 42
2456, 8
2457, 42
2458, 42
2459, 42
2460, 23
2461, 42
2462, 42
2463, 23
2464, 42
2465, 42
2466, 42
2467, 42
2468, 42
2469, 5
2470, 42
2471, 42
2472, 42
2473, 1
2474, 42
2475, 23
2476, 42
2477, 42
2478, 42
2479, 1
2480, 42
2481, 32
2482, 8
2483, 42
2484, 32
2485, 5
2486, 42
2487, 6
2488, 23
2489, 23
2490, 42
2491, 42
2492, 23
2493, 23
2494, 23
2495, 42
2496, 42
2497, 5
